@relation opinion
@attribute sentence string
@attribute category {positive,negative,neutral,objective}
@attribute positiveW NUMERIC
@attribute negativeW NUMERIC
@attribute positiveE NUMERIC
@attribute negativeE NUMERIC
@attribute feelingcategory {positive,negative,neutral,objective}
@data
'	tomb raider box art revealed  square enix released  final box art  tomb raider    march     art       ',neutral,0,0,0,0,objective
'	 tomorrow night  club pulse  projections  above  broken    bunch             pm        ',objective,0,0,0,0,objective
'	th    real madrid win  btts       ladbrokes      bet   fancy trying ! ',positive,1,0,1,0,positive
'	 weekend kicked  tomorrow  jack white  heebie jeebies ',positive,0,0,0,0,objective
'	jgh  spc  yfc  rd years  masaya  nakakalungkot   hope   change guys   yfcpublishingisulong ',positive,1,0,0,0,positive
'	yes    nufc  west brom live   tv  newcastle united  back  st james park    st        ',positive,0,0,0,0,objective
'	tryna    bed witha   put   rd leg inna ',neutral,0,0,0,0,objective
'	  skinny  verizon announces ice cream sandwich  motorola droid bionic   waiting    hav      ',positive,0,0,0,0,objective
'	ah  red fort       natgeo  jasongraham     ochagreen outer wall   red fort  ill bring  snacks back oleh oleh  ) ',positive,0,0,1,0,positive
'	can  wait   friday  imma   big bro swiper   boul young savage perform  ',positive,0,0,0,0,objective
'	watching     ers game  sunday night     cliff avril was throwing fits   was   butt kicked  night ',negative,0,0,0,0,objective
'	real good game   laguna hills stuns dana hills   th quarter comeback (video)    ¦ ',positive,1,2,0,0,negative
'	 moving back  houston    th   can live  nomore monroe  fcked up!! ',negative,0,0,2,0,positive
'	joes    road  monday  tuesday    impending storm  stay safe  hope    wednesday  drexel! ',neutral,1,0,1,0,positive
'	dangggg       ) listening  money trees right now  eh   dollar     lane switch   ',positive,0,0,0,0,objective
'	thanks    bday wishes!! gonna   big celebration tomorrow  ostend!!! cherry moon retro      ',positive,1,0,2,0,positive
'	today    lol  nd annual fish fry   big bangs   ',positive,0,0,0,0,objective
'	 know    sf     thurs night   pm    people lined up   block   reid hoffman  ',objective,0,0,0,0,objective
'	 lazofficial    kill     st episode   new season  breakout kings  damn no  eye candy    ',negative,0,1,0,0,negative
'	  remember  days  demi was tweeting lyrics  unbroken  now   tweeting lyrics    th album!   excited!    ',positive,0,0,2,0,positive
'	  cobham tomorrow   excited  ',positive,0,0,0,0,objective
'	stoked  knicks  celtics  st nba game   ',positive,0,0,1,0,positive
'	ermagerd! conor oberst  comvb  brighteyesband  playing  barbican centre  february    find    ',positive,1,0,1,0,positive
'	 mon lovatics  beliebers  directioners  swifties  barbz   treat    want    against  demitofrance ',neutral,1,0,2,0,positive
'	   celebrated halloween     janet jackson  poetic justice   girl    braids  friday   ',positive,0,0,0,0,objective
'	starts friday night irving plaza nyc    bteband touring  chiodos    stoked ',positive,0,0,0,0,objective
'	 rugby  danny care  start  final test against south africa  saturday    changed england team       ',objective,1,0,0,0,positive
'	     missing  brookwood event     talking  tomorrow   soccer  whatsnew ',negative,0,1,0,0,negative
'	 holden_racing   move  briscoe!!     yellow  hrt    march!!  gc     sc ',positive,0,0,2,0,positive
'	 simchat torah bash!    chaplains tomorrow night    night   enjoy    purim!  event   details! ',positive,0,0,3,0,positive
'	directioners!! now    prove     big family!!  friday released video   song   ',positive,0,0,2,0,positive
'	 looking    passion   pink event tomorrow night  medusa  brownsville    perfect        ',positive,0,0,0,0,objective
'	   performing   dc star  september  st hope yall can  pic twitter com uxzjcsul ',positive,1,0,1,0,positive
'	opening night warriors   suns    game thread       remaining    nd         total golden st      ',objective,0,0,0,0,objective
'	steve emerson interview  shameful  response  islamist riots  sun tv    ipt   news     investigat       ',negative,0,0,0,0,objective
'	 reckon    years        chance  fucking pixie lott   bump     night   rohypnol   required  ',negative,0,0,0,0,objective
'	   saying   peaked   back  paris nice  march   leaves hadn      trees    serving hat sauce now  ',neutral,0,0,0,0,objective
'	 asoggycarrot   big bangs!  found     size smaller    wear  lol   worthit ',neutral,0,0,1,0,positive
'	asikkk nanti  konser java jazz ada kak sierranya hmm    good news!*lirik  sierrasoetedjo ',positive,1,0,0,0,positive
'	sorry   directioners  beliebers  lovatics   team grimmie people    like btr  tomorrow       kendall  ',negative,1,1,0,0,neutral
'	     lakers  heat  nba finals matchup    harden trade  ',neutral,0,0,0,0,objective
'	     national bieber  (young justin    th birthday)  well  st david     worldbookday ',neutral,0,0,0,0,objective
'	 saturday    playing b  dark   sjoekoe bday bash cherry moon   !!! full line up       ',positive,1,0,1,0,positive
'	love shepard fairey  work     portrait  bob dylan   reluctant spokesman   ',positive,2,0,0,0,positive
'	btw   decided   rohypnol   date rape drug     creepy diseases    wish       life!   ',negative,0,0,1,0,positive
'	happy birthday   late  great jim henson  changed  world  entertainment     stick  muppet film   tribute  ',positive,2,0,0,0,positive
'	   killing joke deal   sunday night blues     dave grohl  drums    ',neutral,0,0,0,0,objective
'	lpg consumers can now fill up kyc form  nov      government has extended     days  deadline  filling      ',objective,0,0,0,0,objective
'	looks  tom boonen  knows    face    mountain  sherbet  race  tomorrow  prep  pros ',negative,0,0,0,0,objective
'	gonzaga kids   beaten  death   blair parking lot  saturday  betthat ',negative,0,1,0,0,negative
'	rg      lot  skill  day    nyg   defense secures eli    th    victory! forcing   turnovers  wsh  hihaterz ',positive,0,0,1,0,positive
'	 tuesday     young life!     pm union lyceum  takin   up  notch tonight!  join   whywouldyounot ',positive,0,0,2,0,positive
'	can  wait   mon!  nbcagt  sternshow  check  bill carter  piece    nytimes   "prime  stern"    howardstern ',positive,0,0,1,0,positive
'	saturday          regal  session   big tunes crew    iguana reading  niceness   ya skanking hard  ',positive,0,0,0,0,objective
'	tonight!!!  proudly pres    th halloween party  limewax          studio    )   ',positive,0,0,1,0,positive
'	glow   dark  shirt workshop  grange playcentre  thur         (tomorrow)           ',neutral,0,0,0,0,objective
'	early finish tomorrow     bike      rain    sky fall    lots  beers  saturday    rest sunday    good weekend! ',positive,1,0,1,0,positive
'	 total number  distressed properties  sale declined    th straight        fairfax  loudoun   arlington ',objective,0,0,0,0,objective
'	 cute_af      cd    work    add    collection   like! lol  girl poetic justice  gold alpinas! ',positive,1,0,3,0,positive
'	  catch  movie tonight  good  ',neutral,1,0,0,0,positive
'	  tamping  fuming  raging like  leahkeenan  bengollop ',neutral,1,2,0,0,negative
'	thursday night football open thread   buccaneers   vikings  tonight   tampa bay buccaneers          ',objective,0,0,0,0,objective
'	zionsville students did well  istep!   results  quotes  school superintendent scott robison  tomorrow  paper! ',positive,0,0,2,0,positive
'	 jimgellatly          theiqonsband   tijuana_bibles   stone_fox_chase   david taylor  pivopivo tomorrow night ',positive,0,0,0,0,objective
'	walk folder has monk charts tracks  fantomk_music      quartet session  saturday     listen   record ',objective,0,0,0,0,objective
'	 kuroidaiyamondo     tell     right  wrong     watching ep      think    (cont)   ',positive,1,0,0,0,positive
'	check   live jazz music  david taylor  tom ogunribido today      pm   lpc student center  nd floor dining area! ',objective,0,0,1,0,positive
'	 bbcr   thewantedmusic arrw  cute  aj   boys  ifoundyou ready   downloaded  sunday!  ',positive,1,0,1,0,positive
'	 lovely  gbarlowofficial   coming  st david  hall  january  swooooooooooooonnnnn ',positive,1,0,0,0,positive
'	 spelled dongwoo  name  songwoo   omg    hell  songwoo    th infinite member    ',negative,0,1,0,0,negative
'	 read  article     james  writing   th book      shades series ',neutral,0,0,0,0,objective
'	gonna write  paper tonight  turn     not look back        home tomorrow  idc  ',neutral,0,0,0,0,objective
'	jett lounge thursday night!!!   gonna  hot!!!  party    kenny smoove      hottest producers   !!! ',positive,0,0,3,0,positive
'	timmonsville  bubba huggins endorses tom rice   june      th congressional district republican primary run      ',neutral,0,0,0,0,objective
'	 hope yall not     blackout homecoming party  friday  club pulse  shit   bout  crinack  ',positive,1,0,0,0,positive
'	wednesday  laugh  eskom    old lady answered  knock   door       confronted        ',neutral,0,0,0,0,objective
'	pope john paul  would kiss  ground  arrival   new country   was  good chance    boy  sat    ',positive,1,0,0,0,positive
'	 oliverlaaance can  wait    guys tomorrow sa gt  sm bacolod!  )) ',positive,0,0,2,0,positive
'	rt  tweet   bit  sunday fun  shot  whitstable  kent  muscat  oman!     heavens      ',positive,1,0,1,0,positive
'	beenie man   performing  echostage (dc star)  friday   hu yardfest afterparty    event) contact  socayute  tickets ',objective,0,0,0,0,objective
'	ufo sighting  black triangle sighting  perryton  texas  august   th        dark triangle shape   sk      ',objective,0,0,0,0,objective
'	uk  chancellor osborne try  sneak   st class train  standard ticket   breaking news buzz   ',negative,0,0,0,0,objective
'	  want  wakaflockabsm  tweet    bought   tickets   concert october  th irving plaza nyc ',positive,0,0,0,0,objective
'	oh    playing    united center   pm  december  st  support   buy  ticket    watch  bulls!!!!!!! ',positive,2,0,1,0,positive
'	  coworkers   brookwood      reason      game! ',neutral,0,0,1,0,positive
'	confirmed  ice cream sandwich  coming   droid bionic tomorrow  october   th   ',positive,0,0,0,0,objective
'	icrc says working  contact  lebanese hostages   international committee   red cross  thursday       ',objective,0,0,0,0,objective
'	last chance   silent house  drinks   tour   london tombs tomorrow night! enter now   ',positive,1,0,1,0,positive
'	velonews  tom boonen happy  amgen tour     hopes  first win  sunday  final stage            ',positive,3,0,0,0,positive
'	ill love jose mourinho forever  bringing drogba  chelsea    feeling        avb     mata  lukaku ',positive,1,0,0,0,positive
'	 tell katie   supposed    good firework display  banff  saturday   replies  "oh right    yeah yeah  ',positive,1,0,0,0,positive
'	great weekends cycling  tv ahead   strade bianchi today   paris nice starts tomorrow           ) ',positive,1,0,1,0,positive
'	 fuck  hopsin   dude  pretty sick ',negative,1,1,0,0,neutral
'	heres   warning nobody better piss   tomorrow  idc      gonna snap    imatmybreakingpoint  canttakethisanymore ',negative,1,0,0,0,positive
'	jim luxford  east york  calendar             st        daily winner  september     ',positive,0,0,1,0,positive
'	   nite  goes   big bangs    th  arch st      am   crazy drink specials      music    ',positive,0,0,0,0,objective
'	 insider  south africa can steal  march  robot olympics pitch ',objective,0,0,0,0,objective
'	looking  start    success! lots  thoughts  tonight  mnf match  man city   swansea  ',positive,0,0,1,0,positive
'	 feel cold   doesn  happen often      ',negative,0,0,0,0,objective
'	rt  derrickward    monday night football   jets  st game    lets        road  indy feb      starts  nite ',neutral,0,0,0,0,objective
'	 pretty   gonna believe  myt       th tweet    tonight   mnf game jets  texans  espn ',positive,1,0,0,0,positive
'	   ollyjarvis   audi team   nã¼rburgring race track germany   ',positive,0,0,0,0,objective
'	lucy hale  trending worldwide!  girls   prettylittleliars    love   fans tonight  congrats   lucyyhale! ',positive,1,0,2,0,positive
'	curtis painter       shot tonight   can  help  root   guy! ',negative,0,0,1,0,positive
'	big night    watch  cards thrash  pirates   bit          nyjets debut  mnf   cantwait ',positive,0,0,0,0,objective
'	    redneck   gonna pull up   heritage game friday blaring  hank williams   cowboy hat  blue jeans  yeahbuddy ',positive,0,0,0,0,objective
'	 finallevel rt coco      season  dwts         watch   st episode                    sbklive ',positive,0,0,0,0,objective
'	man  want   fuxs   homies  hdashkane  addacapo  ken thefool tonite  mnf     horn   can  ( ',negative,0,0,0,1,negative
'	sqeeze attempt fails  brantley can   bat  pitch  tails   away  donald  dead duck    home  ',positive,0,0,0,0,objective
'	 person  comment below wins   tickets  tonight  tomorrow night  colts game against  mcallen thunder! ',positive,1,0,1,0,positive
'	 vaughan    haha   leave  up   ',positive,0,0,0,0,objective
'	think      colts game tomorrow ',neutral,0,0,0,0,objective
'	bucs play pats tonight    tampa bay! ',neutral,1,0,1,0,positive
'	    minutes  kerry collins    colts          curtis painter  shot    nd quarter   not  ',neutral,0,0,0,0,objective
'	looking       colts tomorrow nite    circle city tour        hop  hop  access  ! ',neutral,0,0,1,0,positive
'	verlander  strikeout  mitch maier   th inn   kc        st   tigers career  moving   th place    club history  ',neutral,0,0,0,0,objective
'	aw   hell curtis painter coming     up  rd     conversion  ',negative,0,1,0,0,negative
'	curtis painter  totally    lucky tonight     girl  looks  like  ',positive,2,0,0,0,positive
'	 harrypotterfilm deathly hallows part  now    rd high grossing movie  worldwide             absolutely amazing ! ',positive,0,0,1,0,positive
'	today   weird  world  musical history   hank williams was fired   grand ole opry  told not  return   was sober  ',negative,1,1,0,0,neutral
